"","track_name","valence","duration_ms","lyrics","album_name","album_release_year","album_img","pct_sad","word_count","lyrical_density","gloom_index"
"76","Scenario - Remix",0.618,317760,NA,"The Love Movement",1998,"https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349",0,0,0,62.82
"77","Money Maker",0.538,262373,"this is the lone ranger if you're one of the fortunate to purchase this a tribe called quest, the love movement album you are privileged to witness the first in a series of attempts to rectify music from its rectalness again, this is the lone ranger with his first installment money maker listen colder in the winter and hotter in the summer get on up get on up live your life right when you be corrupt volcano about to erupt get it up, get it up, get it up got the motivating joints that keep your ass jumping why when a nigga get on, you want something yo i got the poisonous traps for little rats that fiend in come the bedroom, dream kick it at a slow or at a quick tempo a ladies' disposition won't fuck with the mental i'm built for conflicts with chicks with issues i can lick the wounds, bring ease when misused bringin' all the pain and makin' things shiver the beat make you bite your nails and shit your liver and we gonna give a encore performance haters seem dormant while my presence is enormous tarnations, i went gold stressed out with faith but told cats to get a hold who is the nigga who's mic is stronger rock for an hour and he might rock longer kid you're perplexed, seems i better get to gongin' the clean up man, hang you up like awning don't step in the arena, that's a stern warning i'm the pops, i raise the sun like morning seems you're still sleeping, hey, stop the yawning open up the blinds and witness the dawning the new application and i'm the applier and i'm a set it off like fire yeah yeah, that's where it's at make it hot and phat and like puff ( i like that) now i got to urge you on to move ahead don't dread, 'cause i keep the stock in the shed and if you need a boost, then i got the jump because we prone to make the party go bump bump bump bump bump bump bump where you is if you the baby daddy then uplift the kids get back and plan, don't be on front flossin' incognito, you heard the name quite often you dressed in black and been issued a coffin i thrive on this plane, you off to the lost one like cayenne pepper, it gets hot, nothin' better from each little dash it get the whole smash it's tasty too, so satisfy your whole palate fake i d's are revoked and invalid infractin' bodies out on the dance floor is what i wanna see, not less but much more the lyrics just spewed, he got good reviews the kid made the news, how he left no clues on how he just murdalized the whole damn jam he just got results that's smiles and waved hands the mission could never be accomplished, however until we bounce to an island with hot weather and still we'll be able to rock and rip crowds while other emcees say nuthin' and talk loud while other emcees say nuthin' and talk loud if you with the tribe, chest out and be proud shake your money maker shake your money maker shake your money maker shake it, shake it ( repeated x with variations)","The Love Movement",1998,"https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349",0.0459,218,0.83087817725147,40.91
"78","Hot Sex",0.668,165667,"hot sex on a platter [x] [ phife dawg] ayo, put one up for the phifer, long time no hear from suckers walkin' around talking about they could get some but that vibe is non cypher, no can do and if you take i fi' joke, then ask the other two and i proceed to let you know, exactly how to flow i'm not lawn doctor so just step off with the ho oops my mistake i didn't know you went with her should i run down the line of the all the kids that done hit her don't be bitter, i hear that honey resembles a critter heard she likes the two-on-one, like my man john ritter but back to the subject you can't catch wreck you must get respect, to earn respect suckers think they could hurt me, 'cause now i wear specs you're full of jokes, but you your name ain't flex i got the riches, the bitches, i'm large like a huxtable you think you're all that but your girl's quite doable! yeah, i'm tellin' you g, to back up off me i’m not a man called hawk, but i ain’t mr. softee rappin' is an art, coming straight from the heart so forget the chart because the action can start chorus [ q- tip] ... where ya at? to all my peoples with the funk i'm the undercover brother dump your ho in the trunk save all the sad songs and the tearjerkers niggas step back, it's the lyrical worker the poems that i create ain't in paper back books the poems that i create are for hookers and the crooks my mental is excelling cuz i dabble in the books i'm not the one to front on, so suboops-suboops yo i gets the pickens, i'm such a damn dickens if you step to this then the plot just thickens i'll run you around the track like a bunny and a dog to me, your just another m c on the log a link in the chain, fluid on the brain i boast of hype lyrics, and yours are mundane see i can't maintain, especially if you come back i'm the lyrical master blaster, yeah i can do that i can also do your girl, so leave the ho at home cuz when i get done, i'll have her strung on bones it's the no-joke pressure, that elevates my mind makes me pick up and go when it's time to drop a rhyme my title is locked, the abstract poetic i'm in the idle mode but my energy's kinetic so smooth and debonair, especially for the ear gotta keep my thing in gear cuz it's evident and clear that i will rock, rock, rock [fades away] chorus","The Love Movement",1998,"https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349",0.0364,165,0.995973851159253,59.8
"79","Oh My God - Remix",0.804,241627,NA,"The Love Movement",1998,"https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349",0,0,0,87.67
"80","Jazz (We've Got) - Re-Recording",0.648,258640,NA,"The Love Movement",1998,"https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349",0,0,0,66.83
"81","The Space Program",0.521,341040,"i’mma deal with a bigger insult, man the heat, the heat, the heat, the heat it's comin' down hard we’ve got to get our shit together [ chorus: q- tip & phife dawg] it’s time to go left and not right gotta get it together forever gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformists, one hitter quitters for tyson types and che figures let’s get it together, come on let’s make it gotta make it to make it, to make it, to make it, to make it to make something happen, to make something happen to make something happen, let’s make something happen [ verse : q- tip & jarobi] word to phifer gonna bring it to the overlord, drinkin' cisco chilling with the gold microphone cords and we grip our balls every time we stuntin' on tour ' cause we never bore, responding to the ready crowd's roar and promoters try to hit us with the art of war we about our business, we not quitters not bullshitters, we deliver—we go-get it don’t be bitter 'cause we not just niggas jarobi, my fiber wove into different cloth ain’t nothing forbidden, this nigga get his written off hardest spit in the city y’all niggas spitting kitten soft confused and amazed, shook up with your brain missing lost they planning for our future none of our people involved pouring henny and smirnoff to get it cracking off cracking off a smirnoff to quickly turn to molotov molotov the spaceship doors before that bitch is taking off it always seems the poorest persons are people forsaken, dawg no washingtons, jeffersons, jacksons on the captain's log they’d rather lead us to the grayest water poison deadly smog mass un-blackening, it’s happening, you feel it y’all? rather see we in a three-by-three structure with many bars leave us where we are so they can play among the stars they taking off to mars, got the space vessels overflowing what, you think they want us there? all us niggas not going reputation ain’t glowing, reparations ain’t flowing if you find yourself stuck in a creek, you better start rowing used to see the t v screen as the place to land my dream in and the car stereo where they would promote the show optimistic little brother with a hope you know ( move on to the stars) there ain’t a space program for niggas yeah, you stuck here, nigga ( move on to the stars) there ain’t a space program for niggas yeah, you stuck here nigga ( move on to the stars) there ain’t a space program for niggas yeah, you stuck here, nigga ( move on to the stars) there ain’t a space program for niggas yeah, you stuck, stuck, stuck ( move on to the stars) [ verse : q- tip] sit and wonder sometimes, i read the paper every day all these happenings is cycular, just happen different ways and the president's refined, in her wing she's confined with about thirty percocets and five bottles of wine carolina nothing finer than a black woman who climbs to the top of the state building claiming that that flag is mine now, people on top of people, feels like we can’t breathe put so much in this muthafucka, feel like we shouldn't leave put it on t v, put it in movies, put it in our face these notions and ideas and citizens live in space i chuckle just like all of y'all, absurdity, after all takes money to get it running and money for trees to fall imagine for one second all the people are colored, please imagine for one second all the people in poverty no matter the skin tone, culture or time zone think the ones who got it would even think to throw you a bone? moved you out your neighbourhood, did they find you a home? nah cypher, probably no place to imagine if this shit was really talkin’ about space, dude imagine if this shit was really talkin’ about space, dude imagine if this shit was really talkin’ about space, dude [ chorus: phife dawg] time to go left and not right gotta get it together forever gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformers, won’t hear the quitters for tyson types and che figures let’s make somethin' happen, let’s make somethin' happen let’s make somethin' happen, let’s make somethin' happen gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformists, one-hitter quitters for tyson types and che figures make make make let’s make somethin' happen, let’s make somethin' happen let’s make somethin' happen, let’s make somethin' happen gotta get it together forever gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformists, one-hitter quitters for tyson types and che figures let’s make somethin' happen, let’s make somethin' happen gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformists, one-hitter quitters for tyson types and che figures make make make let’s make somethin' happen, let’s make somethin' happen let’s make somethin' happen, let’s make somethin' happen gotta get it together forever gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformists, one-hitter quitters for tyson types and che figures let’s make somethin' happen, let’s make somethin' happen gotta get it together for brothers gotta get it together for sisters for mothers and fathers and dead niggas for non-conformists, one-hitter quitters for tyson types and che figures make, make, make let’s make somethin' happen, let’s make somethin' happen let’s make somethin' happen, let’s make somethin' happen the danger must be growing for the rowers keep on rowing and they’re certainly not showing any signs that they are slowing! "" we’re there!"" "" where?"" "" here!"" a small step for mankind but a giant step for us oompa, loompa, doopa dee doo i’ve got another puzzle for you","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0315,476,1.39573070607553,39.79
"82","We The People....",0.895,172013,"[ verse : q- tip] we don't believe you 'cause we the people are still here in the rear, ayo, we don't need you you in the killing-off-good-young-nigga mood when we get hungry we eat the same fucking food the ramen noodle your simple voodoo is so maniacal, we're liable to pull a juju the irony is that this bad bitch in my lap she don't love me, she make money, she don't study that she gon' give it to me, ain't gon' tell me run it back she gon' take the brain to wetter plains, she spit on that the doors have signs with, don't try to rhyme with v h has a show that you can waste your time with guilty pleasures take the edge off reality and for a salary i'd probably do that shit sporadically the o g gucci boots are smitten with iguanas the i r s piranha see a nigga gettin' commas niggas in the hood living in a fishbowl gentrify here, now it's not a shit hole trendsetter, i know, my shit's cold ain't settling because i ain't so bold but ay [ hook: q- tip] all you black folks, you must go all you mexicans, you must go and all you poor folks, you must go muslims and gays, boy, we hate your ways so all you bad folks, you must go [ bridge: phife dawg & q- tip] the fog and the smog of news media that logs false narratives of gods that came up against the odds we're not just nigga rappers with the bars it's kismet that we're cosmic with the stars [ verse : phife dawg] you bastards overlooking street art better yet, street smarts but you keep us off the charts so motherfuck your numbers and your statisticians fuck y'all know about true competition? that's like a a l pitcher on deck talking about he hittin' the only one who's hitting are the ones that's currently spittin' we got your missy smitten rubbing on her little kitten dreaming of a world that's equal for women with no division boy, i tell you that's vision like tony romo when he hitting witten the tribe be the best in they division shaheed muhammad cut it with precision who can come back years later, still hit the shot? still them tryna move we off the fucking block babylon, bloodclaat two pon yuh headtop [ hook: q- tip] all you black folks, you must go all you mexicans, you must go and all you poor folks, you must go muslims and gays, boy, we hate your ways so all you bad folks, you must go","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0719,167,0.970856853842442,80.89
"83","Whateva Will Be",0.697,172760,"girl, this motherfucker's got rhythm [ verse : phife dawg] say am i 'posed to be dead or doin' life in prison? just another dummy caught up in the system unruly hooligan who belongs in spofford verse getting that degree at stanford or harvard threatened by my work ethic, the way i speak, yo should i be mentally weak, verse being malik? yo should i be trapped in the trap? would you prefer that? fourth grade reading level but he knows how to rap are you amused by our struggles? the english that's broken? the weed that i'm smokin'? the guns that i'm totin'? the drugs that i'm sellin'? no need for improvement fuck you and who you think i should be, forward movement [ verse : jarobi] melanated shrouded in complexity brain charge shocking like 'lectricity mouth translate happens organically the media relates it what it thinks it sees judging steps in shoes of a path they never walked shot down in a blaze of a phrases is how they talk dark skinned, walk with a bot portrayed villain i'm chillin', felon down to the d n a crime willin' subliminate their youth, hyper-sexualize their women they ain't got the strong enough hold, so they built the prisons pumping false religions to all of these niggas' systems every voice devoid of the truth come on, listen [ verse : q- tip] man look at this, man look at this whatever will be will be like a billionaire investin' in a nigga's dreams certainly a head scratcher, like pac and big's killers' capture or a women with the wisdom who's leadin' the way the rarity is in the rear, but never today man, picture a p d lettin' good records play on the strength of what it is, not the finesse of your biz and your lady calls you dirty, her dirts under rugs you'll find out only if she tells you, take her kiss and hug, cuz in the answer for cancer in a prodigious kid's mind yes, the government will fund, learning is free for everyone and from that lie, young leaders will rise in the eyes of despair and adversity in some universe, this verse will be true [ hook: q- tip] everybody runnin' when they see the storm's comin' but whatever's gonna be will be everybody runnin' when they see the storm's comin' but whatever's gonna be will be some will dash to the mountain, some will crawl and the weakest amongst them, they will fall but the strongest in faith, they will stand tall everybody runnin' when they see the storm's comin' but whatever's gonna be will be [ verse : consequence] i just wanna feel as liberated as lions in liberia ' cause recently my heart turned cold as siberia ' cause everywhere i go, bein' cold is the criteria let's see how well you know all your tribe trivia green and the white, we servin' that nigeria north side of queens, one-nine-two is the area this is for my dawgs from shih tzus to terriers fuck it, it's showtime, tip, make sure they hearing you","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0427,211,1.22134753415142,60.71
"84","Solid Wall of Sound",0.452,223347,"[ chorus: elton john, a tribe called quest] gonna hear electric music ( what you gon' hear?) gonna hear electric music ( what you gon' hear?) solid walls of sound solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( pressure breaking ground, pressure breaking sound) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( tip and phife in town, tip and phife in town) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( solid wall of sound, pushing breaking ground) solid walls of sound ( solid wall of sound, solid wall of sound) solid walls of sound ( jedi, ali, phifey, tip) solid walls of sound ( jedi, ali, phifey, tip) solid walls of sound ( jedi, ali, phifey, tip) solid walls of sound ( jedi, phifey, phifey) [ verse : phife dawg & q- tip] yo, a t c q, massive and crew bars to any beat, we beat the beat for true massengale m c’s, you smell like pussy stew don’t let it be you, man up my youth phife, you should've spoke of, man you'rein the mode of leave that to me, el- hajj malik the man with a plan who made it real for us all like marauders on a mission when we killin' dance halls mmm, saga boy, trini man ride out when mic is in mi hand loved all of mi fans, one, two, three of dem all of the gang [ verse : busta rhymes, q- tip & phife] with a couple pound a weed and a couple dollar van hmm, broke pockets, find another plan yeah, cyan dun, push up on the one and big up the sound man, dibby dibby d j walk ayo bus with them a talk they don’t want no prob, they don’t want no issue outline them in bloodclaat chalk earlier in the night when we bring out the music with a box and a band killer sound boy movement live and direct when it all goes down you an idiot boy, you don't wanna fuck round big tune make the world go round make way for the sound boy crown don't you know we're the wickedest sound one box off in your face make a sound boy frown [ bridge: elton john & a tribe called quest] solid wall of sound, solid wall of sound solid wall of sound, solid wall of sound solid wall of sound, solid wall of sound solid wall of sound, solid wall of sound solid wall of sound [ outro: q- tip & elton john] sound checking, a million watts are shaking the room in just a few hours you're gonna feel the burn all of the goons are checking their guns at the door a solid wall of sound is here on tour it's gonna get loud—so no phones allowed it's gonna get loud—so no phones allowed","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0205,292,1.30738268255226,34.33
"85","Dis Generation",0.639,213373,"[ verse : q- tip, phife dawg, jarobi, ( q- tip & phife dawg), & ( q- tip & jarobi)] handle rocks with the capital g, ball on the beat status, chris paul and john wall in the league grabbin' mics till the knuckles would bleed (' cause i believe the potent that i'm quoting will have you geeked like speed) if rationale is naturale or a weave it's all edges and peas settin' press, we on a permanent steeze i'm in a world where my princess is leia and she's feeling my vader and my lure grows greater and greater chem trails, droppin' poisonous vapors have you shaking like gator been trill, nigga, process the data blu-ray, wave file, or a beta, i'll d v r it for later kappo masa with a g to my waiter you can't define us, x y us, or z us you generational elitists have your chi in virtual think pieces( see, these written words are poetical science brain's defiant, thoughts heavy, baby they're a major appliance) leave a dent when drop with the flyness, fluent giant dude's nice, he tight, screwed in with some pliers cool with some buyers yeah, nigga, cool with some growers( never no tattletales, only i don't knowers) we a show me generation, show us what you gon' show us so listen, mami, see we could collude with a boing mouthpiece like goines, with a jubilant noise dudes rude and as useless as coins, shoot 'em boys versed in, rehearsed in the soothing of loins talk to joey, earl, kendrick, and cole, gatekeepers of flow they are extensions of instinctual soul it's the highest in commodity grade and you could get it today dis generation, dis generation, dis generation dis generation, dis generation, dis generation rules di nation [ verse : q- tip, busta rhymes, jarobi, & ( phife)] one hitting reading pages of poe telly is low, cuddle bunny ready to go day of the dead bury all the zombies instead and it's just your aftermath, busta cuttin' your dreads bruce leein' niggas, while you niggas u f c smoke tree on niggas, sizzle out your u s b( surge pricing on these ubers, i'mma get me a cab) yo, where jarobi at? imbibing on impeccable grass i be in n y c waiting for that law to pass( pass shit, been waiting for a jet's title since last richard todd, todd bowles, gang green on that ass) magic mike on the mic, david blaine, douglass henning in the church of busta rhymes, it's my sermon you're getting horizontal spittin', i'm the exorcist of your writtens don't interrupt me, nigga, sorry, that's a sin unforgiven like how we be skipping on beats like cooking crack in the kitchen b-b-b-b-b-b-but wait just spit the package, dry it, bag up the wet this mad city's not a game, easy, quiet on set, phife( student of the past trailblazing a daze not acknowledging a trend or swept up in a phase we still the highest of commodity grade and you could get it, get it, get it, get it today) dis generation, dis generation, dis generation dis generation, dis generation, dis generation rules di nation [ outro: q- tip] this is our generation, generation, uh huh, yeah this our generation, generation, uh huh this our generation, generation, uh huh","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0285,281,1.31694263097955,56.81
"86","Kids...",0.795,228480,"[ verse : andré ] i ain't even gon' lie, i was probably high just forgot to call you back, simple as that i ain't no almanac, so lick my dictionary i might just call a cab 'cause i dig canary yellow accents on a dark bitch i met her back when she kept all her carpet i'm well aware all that shit is fantasy i double dare y'all to fuck your plan b that's demeanor, momma's mannerisms that mean, don't mean to get vulgar, but it's some hoes in this bitch like a box of donuts it's cold out in this bitch, standing on the corner condolences to niggas that got erased i pour out some liquor on a cop's grave mmm, digital church bells ringin' 'cross the street, sure work well [ hook: andré & ( q- tip)] ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) for real ( for real?) for real ( for real) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) for real ( for real?) for real ( for real) [ verse : q- tip] i don't wanna get up now, i don't wanna go to school i don't wanna be the best, don't wanna follow rules mom, i think you fuckin' lied to me three stacks said all this shit is fantasy it's my time, gon' put a little life to it if life's a obstacle then i'mma bike through it i see it like a kiddie on the carousel if i 'url while i go around, what the hell and that went well, so i'm compelled to have visions of getting chicken while my friends get jel my young nigga motto was, "" fuck it, i'm already grown"" and i dream of when i'm sixteen, i'm out my home that petty though, 'cause my mama boyfriend dough it's kinda long like this old head hustle, yo he cognizant of a nigga ride and die i see us getting money through my green eyes [ hook: andre & ( q- tip)] ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) for real ( for real?) for real ( for real) [ verse : andré & q- tip] yeah, all the kids, all the what, uh yeah, all the badass kids, uh kids, say i'm the shit i'm chick-fil- a nuggets, mc donald's french fries the spicy popeye's and red lobster biscuits and girls scout thin mints pardon my penmanship, but oh shit feel like i'm hungry now again and i can't do nothing about it because my teeth are all rotted and my mom and my pop, they just grin and empathize with me 'cause they were little like pygmies but too bad they can't get back they 'member whens them grown-up stories don't work in the court of the kiddies', the judgement is in and while y'all doing all y'all your bids, y'all reminisce as kids fuck it, kids, the grown-ups won't own up they stood on the corner like you once upon a, time and probably felt like a loner and smelled like a stoner, and snuck to daytona so when they questioning you 'bout who or who you ain't boning complaining that you always moaning never saying good morning storming out my house and slamming doors like you paying bills they been through it too, though they were kids like you, though but what if they knew though and hit you with the cheat code to a game you just start playing, no extra man leave you reckless on the court with no high percentage shot just a bunch of, "" you got 'em, nigga, just give it what you got"" yeah, it look a little different on a yacht but ain't gon' lie, i miss kayaking i love the young niggas, and they do too, they just be acting like a bunch of retired tired thespians, a bit too salty shit, their blood pressure high, why? they don't play no more, probably [ hook: andré ] ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy? ( kids) kids, don't you know how all this shit is fantasy?","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.045,333,1.45745798319328,71.69
"87","Melatonin",0.429,284693,"[ refrain : q- tip] i said i rarely dream in color but (they don't know) and every brother ain't a brother but (they don't know) pop melatonin like they swedish fish (they don't know) to give her everything's my dying wish (they don't know) role play, she plays the mannequin (they don't know) raising my hand, teacher says "" not again"" (they don't know) the sun is up, but i feel down again (they don't know) on just one hand, i can count all my friends (they don't know) [ verse : q- tip] the understudy for the star, the show must go on i'm a beast on a leash, i'm towed from the lawn another notch in my belt, the food's getting scarce another notch in my belt, she shakes up the stairs drink liquid confidence, tequila's our defense get rid of this tense and makes life make sense as i come off the fence and break through defense anxiety is on the ropes and it's gettin' intense [ refrain : q- tip] population gettin' tired now (they don't know) everybody wants inspired now (they don't know) racist emails fire out (they don't know) we did it in the dark, it's coming out (they don't know) the world is crazy and i cannot sleep but (they don't know) melatonin good enough to eat but (they don't know) i read the paper so that i can see what (they don't know) i'd rather stay indoors and make a beat but (they don't know) [ verse : q- tip] my mother said a lot of wise words to me her bible was like her toolie, peasy-headed and unruly i made her think she got to me following the trail of reefer and niggas talking through speakers fattest laces through my sneakers the rappers ere ghetto preachers thought i had it so i tried it, for so long i would just hide it then i made the crowds say "" hoo!"" and saw them all get excited i was hooked, i couldn't shake it the more i got, i would take it couldn't sleep andcouldn't eat but this life, i would not forsake it [ refrain : q- tip] i said i really dream in color now (they don't know) and every brother ain't a brother now (they don't know) pop melatonin like they swedish fish (they don't know) to give her everything my dying wish (they don't know) [ chorus: abbey smith] so many thoughts in my mind making it very hard to unwind i guess i should take one, just one so many thoughts in my mind making it very hard to unwind i guess i should take one, just one so many thoughts in my mind making it very hard to unwind i guess i should take one, just one so many thoughts in my mind making it very hard to unwind i guess i should take one, just one [ outro: q- tip] this one's for good girls that all gone bad (just one) this one i'm taking when i feel sad (just one, yeah) this one i'm taking to make me strong (just one) this one i'm taking so that i'll live long (just one, yeah) this one i'm taking to make me smile (just one) this one i'm taking to make life worthwhile (just one) this one and that one and those and these (just one) i just want to sleep, i want to be at ease (just one)","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.061,164,0.576059123336366,24.74
"88","Enough!!",0.226,200693,"[ intro: q- tip] is this enough? is this enough? is this enough? is this enough? enough, enough, enough [ verse : jarobi] yo, i'm savant with the game gon' tell robi yo' name provide words that's heard, setting your body aflame ooh, you off the chain, i'm handling your terrain your valley h-has me standing down to the follicle ' bout half of this bottle full of reasons for us to ball palming violations and travel vacation, ma lace your fancy bra, gon' take them vestments off skin and my lips involved, i'm licking a place that's soft jedi [ chorus: q- tip] is this enough? is this enough love that i give to you? is this enough? is this enough time that i give to you? is this enough? tell me that you feel the same way i do is this enough? enough, enough, enough [ verse : q- tip] is it an issue if i make you nut? but there's no quality time 'cause i forever grind this is not an excuse, i just wanna get loose that's old nigga jargon, girl, you're making me hardened to a stone or granite statue, i'm prone to get at you it's hard to break your defense, i guess i have to leap fence or scale wall, and break fall on a tree right by your window reward me for my efforts by rolling this indo as i nibble your neck naughtily, sex is a big part of me agencies want to audit me, searching, snooping for sodomy my thrust bust artery, i know you're on to me just wanna have shenanigan don't wanna make you mad again so focus on the flattery you feel when i fling it acknowledge that i got it and you love it when i bring it dirty talk loud but they saying, "" fuck the shit out of me"" at the queen's request, if it's gotta be, it's gotta be [ chorus: q- tip] is this enough? is this enough love that i give to you? is this enough? is this enough time that i give to you? is this enough? tell me that you feel the same way i do is this enough? is this enough? is this enough love that i give to you? is this enough? is this enough time that i give to you? is this enough? tell me that you feel the same way i do is this enough?","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0242,124,0.617859118155591,5.23
"89","Mobius",0.376,171707,"[ verse : consequence] i break bread, ribs, hundred dollar bills dream about bugattis and other four-wheels they say illuminati and other ordeals is how my lawyer got me to avoid a raw deal and now it's more real than it is for any other star and that's enough to have you tearing up the mini-bar i should probably get awards where the emmys are for how i deal with the path like remy ma i get in the car like a sniper's on the roof now but don't confuse how you see me have to move now i got bars like the cypher's in the booth now ooh, child, things are gonna get easier long as they get my page right on wikipedia long as they say my name right in the media if you don't, that's a sin like cincinnati ' cause ever since i had the polo suit at the grammys i been spittin' at the camera like trick daddy so swaggy, he could've broke up with i g i ain't surprised that they broke up on i g i got the game on i v, might as well have a live feed keep a fresh cut from i b so i always match the picture in my i d they packin' dub c had ran with mack i was still a baby similac then and what the crack era did to black men it had to be an error if you had a cadillac then [ verse : busta rhymes] how i rock mine, i throw it up makin' sure that you niggas all are on the same page powerful force, you better look both ways fuck that, i'm chokin' niggas, it's goin' down i'm from a different cloth, we the oracles of the sounds skip town, hit 'em with impeccable pound lost, found, the way i flood it, niggas gon' drown rip shit—ayo, wait, wait, wait, wait— i gotta do it again, i gotta do it again you already know the script, roundhouse kick she lookin' at me, lickin' her lip put my arm around her like a bowl of chip with a dip with yo' bitch, what the fuck, niggas erupt i got the half moon clip, that's banana a good planner, a new anger like a larger bruce banner out the house, nigga, if you open your mouth man, nigga, if you open your mouth fuck the press, i'm leavin' every room in a mess like herds of bulls with they aprons on and bakin' soda keep it movin', keep the convo short and bring a case of henney house of pain, i control many house of lies, you niggas go run, hide peep the way this vibe conflict with they real lives ( nigga) fanatic shit, we go bizarre bad news for niggas as i go emphatical, radical national animal rulin' like a czar every time i black for the record, the shit splatter the whole batter, no bullshit, the boom bapper i pull the gat up, whip the shit, cook the batter when i pull up on niggas, even your momma gon' scatter barishkaaa","We got it from Here... Thank You 4 Your service",2016,"https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26",0.0588,204,1.18807037569814,13.31
